#query	target	e-value	identity (%)	score
YAL001C				
YBR136W	Paxin1_174826	2e-125	23%	441
YBR136W	Paxin1_125515	2e-43	27%	174
YBR136W	Paxin1_160370	3e-42	37%	170
YBR137W				
YBR138C				
YBR139W	Paxin1_169745	3e-108	39%	331
YBR139W	Paxin1_167613	4e-104	38%	320
YBR139W	Paxin1_166062	5e-96	36%	299
YBR139W	Paxin1_166539	2e-35	28%	139
YBR139W	Paxin1_117685	1e-30	28%	124
YBR140C	Paxin1_166473	7e-55	21%	213
YBR141C	Paxin1_73798	8e-32	35%	119
YBR141W-A				
YBR142W	Paxin1_11513	3e-105	35%	338
YBR142W	Paxin1_173799	7e-48	31%	181
YBR142W	Paxin1_113041	2e-47	30%	173
YBR142W	Paxin1_173192	6e-44	32%	166
YBR142W	Paxin1_9980	2e-43	32%	164
YBR143C	Paxin1_167935	0.0	70%	635
YBR144C				
YBR145W	Paxin1_162946	3e-78	42%	243
YBR145W	Paxin1_176954	2e-27	37%	109
YBR145W	Paxin1_166363	1e-21	28%	94.0
YBR145W	Paxin1_169671	2e-19	30%	87.0
YBR145W	Paxin1_9198	3e-19	26%	86.3
YBR146W	Paxin1_70261	2e-29	30%	112
YBR147W	Paxin1_175536	5e-45	37%	153
YBR147W	Paxin1_98569	9e-15	36%	73.6
YBR148W				
YBR149W	Paxin1_137693	1e-51	35%	172
YBR149W	Paxin1_169060	4e-49	36%	166
YBR149W	Paxin1_176497	6e-49	35%	166
YBR149W	Paxin1_104120	8e-45	35%	153
YBR149W	Paxin1_102189	3e-43	38%	148
YBR150C				
YBR151W				
YBR152W				
YBR153W	Paxin1_165315	6e-29	33%	108
YBR154C	Paxin1_116360	5e-68	49%	206
YBR155W				
YBR156C				
YBR157C				
YBR158W				
YBR159W	Paxin1_161597	7e-78	38%	241
YBR159W	Paxin1_20164	3e-15	30%	73.9
YBR159W	Paxin1_91297	5e-15	30%	73.2
YBR159W	Paxin1_82598	2e-13	27%	68.9
YBR159W	Paxin1_168725	6e-11	23%	61.2
YBR160W	Paxin1_166586	2e-150	70%	422
YBR160W	Paxin1_173312	6e-104	52%	308
YBR160W	Paxin1_5770	1e-81	44%	252
YBR160W	Paxin1_95799	1e-77	47%	239
YBR160W	Paxin1_68344	2e-69	41%	223
YBR161W	Paxin1_108170	4e-62	41%	207
YBR162C				
YBR162W-A				
YBR163W				
YBR164C	Paxin1_166172	2e-75	57%	223
YBR164C	Paxin1_167293	3e-72	55%	215
YBR164C	Paxin1_166405	5e-70	54%	209
YBR164C	Paxin1_166016	1e-51	46%	163
YBR164C	Paxin1_81714	9e-35	54%	117
YBR165W				
YBR166C	Paxin1_171444	2e-144	50%	419
YBR167C				
YBR168W				
YBR169C	Paxin1_22706	0.0	47%	590
YBR169C	Paxin1_162475	2e-76	29%	257
YBR169C	Paxin1_73182	3e-67	32%	231
YBR169C	Paxin1_169045	5e-64	33%	223
YBR169C	Paxin1_167442	2e-63	26%	222
YBR170C	Paxin1_159617	5e-138	38%	414
YBR171W	Paxin1_168293	3e-21	33%	87.4
YBR172C	Paxin1_165021	2e-14	32%	76.6
YBR173C				
YBR174C				
YBR175W	Paxin1_84962	1e-32	29%	122
YBR175W	Paxin1_95140	3e-28	35%	111
YBR175W	Paxin1_157000	7e-21	27%	92.0
YBR175W	Paxin1_168424	4e-20	27%	89.0
YBR175W	Paxin1_120708	8e-20	30%	88.6
YBR176W	Paxin1_163027	4e-62	37%	198
YBR177C	Paxin1_168069	8e-40	27%	147
YBR178W				
YBR179C	Paxin1_167809	2e-90	36%	303
YBR180W	Paxin1_105941	2e-40	27%	152
YBR180W	Paxin1_119245	2e-35	24%	138
YBR180W	Paxin1_139014	3e-33	25%	132
YBR180W	Paxin1_85372	2e-31	23%	127
YBR180W	Paxin1_130359	1e-28	25%	118
YBR181C	Paxin1_171637	2e-106	68%	306
YBR182C	Paxin1_152792	7e-13	43%	69.3
YBR182C-A				
YBR183W				
YBR184W				
YBR185C				
YBR186W	Paxin1_96242	2e-53	36%	187
YBR186W	Paxin1_127442	5e-14	28%	73.9
YBR186W	Paxin1_134976	2e-11	29%	65.9
YBR187W	Paxin1_11430	3e-31	35%	114
YBR188C				
YBR189W	Paxin1_170109	4e-97	77%	279
YBR190W				
YBR191W	Paxin1_13331	5e-70	66%	207
YBR191W-A				
YBR192W	Paxin1_6907	3e-101	49%	302
YBR192W	Paxin1_167842	2e-41	29%	147
YBR192W	Paxin1_107242	2e-30	28%	117
YBR192W	Paxin1_165325	2e-27	29%	113
YBR192W	Paxin1_120432	2e-24	25%	100
YBR193C				
YBR194W				
YBR195C	Paxin1_106104	2e-44	30%	160
YBR195C	Paxin1_105598	1e-15	26%	77.4
YBR195C	Paxin1_97605	2e-11	28%	65.5
YBR196C	Paxin1_169248	0.0	60%	648
YBR196C	Paxin1_155706	0.0	57%	588
YBR196C-A				
YBR196C-B				
YBR197C				
YBR198C	Paxin1_105345	7e-128	32%	400
YBR198C	Paxin1_26950	3e-38	36%	142
YBR198C	Paxin1_83342	2e-33	28%	134
YBR198C	Paxin1_47022	3e-33	31%	133
YBR198C	Paxin1_118032	1e-32	33%	132
YBR199W	Paxin1_112419	2e-94	47%	289
YBR199W	Paxin1_93790	1e-84	44%	260
YBR199W	Paxin1_162287	2e-84	45%	260
YBR199W	Paxin1_96849	1e-50	44%	171
YBR199W	Paxin1_140237	4e-25	43%	100
YBR200W	Paxin1_174617	3e-64	36%	221
YBR200W-A				
YBR201C-A				
YBR201W				
YBR202W	Paxin1_85941	0.0	52%	819
YBR202W	Paxin1_170560	8e-105	37%	345
YBR202W	Paxin1_113603	5e-102	39%	336
YBR202W	Paxin1_123446	2e-98	43%	322
YBR202W	Paxin1_109366	3e-98	38%	326
YBR203W				
YBR204C				
YBR205W	Paxin1_112419	1e-109	44%	326
YBR205W	Paxin1_93790	9e-102	51%	302
YBR205W	Paxin1_162287	9e-102	50%	302
YBR205W	Paxin1_96849	2e-62	49%	199
YBR205W	Paxin1_140237	8e-36	48%	128
YBR206W				
YBR207W	Paxin1_169718	2e-72	34%	233
YBR208C	Paxin1_106152	2e-115	42%	384
YBR208C	Paxin1_174880	2e-83	49%	277
YBR208C	Paxin1_165631	7e-79	38%	285
YBR208C	Paxin1_165527	2e-58	31%	223
YBR208C	Paxin1_66094	1e-25	29%	112
YBR209W				
YBR210W	Paxin1_168975	5e-41	47%	132
YBR211C				
YBR212W	Paxin1_60813	3e-25	29%	106
YBR212W	Paxin1_160973	2e-24	60%	108
YBR213W	Paxin1_167881	7e-23	32%	94.0
YBR214W	Paxin1_162950	1e-24	28%	105
YBR215W				
YBR216C				
YBR217W	Paxin1_17541	2e-12	32%	60.8
YBR218C	Paxin1_165631	0.0	63%	1457
YBR218C	Paxin1_106152	7e-103	38%	342
YBR218C	Paxin1_174880	6e-76	43%	254
YBR218C	Paxin1_165527	7e-61	32%	228
YBR219C	Paxin1_165020	1e-14	30%	68.2
YBR220C	Paxin1_165020	1e-126	38%	382
YBR221C	Paxin1_166344	3e-166	66%	468
YBR221C	Paxin1_168436	2e-56	34%	189
YBR221W-A				
YBR222C	Paxin1_176643	4e-35	25%	138
YBR222C	Paxin1_140455	2e-34	27%	134
YBR222C	Paxin1_111237	1e-32	25%	130
YBR222C	Paxin1_72226	2e-31	25%	127
YBR222C	Paxin1_9848	3e-31	26%	126
YBR223C				
YBR223W-A				
YBR224W				
YBR225W				
YBR226C				
YBR227C	Paxin1_174520	2e-86	40%	274
YBR228W				
YBR229C	Paxin1_169058	0.0	36%	565
YBR229C	Paxin1_103270	1e-40	30%	157
YBR229C	Paxin1_11195	4e-39	31%	156
YBR230C				
YBR230W-A				
YBR231C				
YBR232C				
YBR233W	Paxin1_172124	2e-33	41%	129
YBR233W	Paxin1_165096	1e-21	34%	94.0
YBR233W-A				
YBR234C	Paxin1_168420	2e-85	38%	264
YBR235W				
YBR236C	Paxin1_168048	1e-63	38%	207
YBR237W	Paxin1_174633	4e-130	39%	414
YBR237W	Paxin1_83637	2e-91	42%	293
YBR237W	Paxin1_6380	3e-60	33%	214
YBR237W	Paxin1_112075	6e-59	32%	211
YBR237W	Paxin1_10518	2e-58	31%	212
YBR238C				
YBR239C	Paxin1_161359	1e-57	27%	199
YBR239C	Paxin1_19928	6e-18	30%	80.1
YBR240C				
YBR241C	Paxin1_130952	7e-67	31%	221
YBR241C	Paxin1_169083	2e-34	27%	135
YBR241C	Paxin1_101276	9e-24	28%	103
YBR241C	Paxin1_171274	4e-23	27%	101
YBR241C	Paxin1_165220	4e-21	26%	95.5
YBR242W	Paxin1_160158	9e-38	39%	130
YBR243C	Paxin1_167688	1e-93	40%	290
YBR244W	Paxin1_100685	1e-73	62%	217
YBR245C	Paxin1_102214	0.0	59%	610
YBR245C	Paxin1_164904	1e-135	47%	447
YBR245C	Paxin1_166865	1e-132	46%	437
YBR245C	Paxin1_124217	4e-100	40%	348
YBR245C	Paxin1_163783	1e-93	37%	320
YBR246W				
YBR247C	Paxin1_126034	3e-84	33%	266
YBR248C	Paxin1_165194	1e-178	48%	515
YBR249C	Paxin1_167454	3e-148	59%	423
YBR249C	Paxin1_9834	6e-129	54%	375
YBR250W				
YBR251W	Paxin1_99257	1e-30	47%	118
YBR252W	Paxin1_107834	4e-50	56%	157
YBR253W				
YBR254C	Paxin1_67772	1e-20	28%	83.2
YBR255C-A				
YBR255W				
YBR256C	Paxin1_165337	1e-57	45%	182
YBR257W	Paxin1_171742	8e-18	30%	80.1
YBR258C				
YBR259W				
YBR260C	Paxin1_165514	3e-23	34%	103
YBR260C	Paxin1_164934	1e-18	33%	89.4
YBR260C	Paxin1_165678	1e-16	33%	83.2
YBR260C	Paxin1_167139	4e-14	32%	75.5
YBR261C	Paxin1_168218	3e-36	34%	128
YBR262C				
YBR263W	Paxin1_78991	5e-141	48%	411
YBR263W	Paxin1_164102	8e-50	41%	175
YBR264C	Paxin1_103177	3e-35	45%	122
YBR264C	Paxin1_64321	6e-32	46%	115
YBR264C	Paxin1_74227	7e-32	36%	114
YBR264C	Paxin1_99225	2e-26	36%	103
YBR264C	Paxin1_64035	1e-25	32%	97.4
YBR265W	Paxin1_82035	9e-11	29%	59.7
YBR266C				
YBR267W	Paxin1_127953	3e-64	34%	211
YBR268W				
YBR269C	Paxin1_70751	3e-16	41%	68.6
YBR270C				
YBR271W	Paxin1_156359	2e-17	35%	83.6
YBR272C				
YBR273C				
YBR274W	Paxin1_92358	1e-50	37%	179
YBR274W	Paxin1_173243	5e-49	40%	173
YBR274W	Paxin1_174169	2e-36	34%	142
YBR274W	Paxin1_156431	4e-36	35%	142
YBR274W	Paxin1_20977	2e-31	38%	119
YBR275C				
YBR276C	Paxin1_101067	5e-31	35%	130
YBR276C	Paxin1_82345	8e-23	39%	95.9
YBR276C	Paxin1_156809	6e-22	37%	97.4
YBR277C				
YBR278W				
YBR279W				
YBR280C				
YBR281C	Paxin1_12180	3e-146	32%	452
YBR281C	Paxin1_168450	1e-55	34%	199
YBR281C	Paxin1_103444	4e-32	29%	130
YBR281C	Paxin1_172169	4e-29	28%	121
YBR281C	Paxin1_173207	1e-27	28%	117
YBR282W				
YBR283C	Paxin1_169968	3e-82	33%	262
YBR284W	Paxin1_103249	2e-29	29%	119
YBR284W	Paxin1_129917	2e-23	34%	104
YBR285W				
YBR286W				
YBR287W	Paxin1_169582	4e-33	41%	131
YBR288C				
YBR289W	Paxin1_176159	1e-28	49%	122
YBR289W	Paxin1_97857	7e-18	27%	87.0
YBR290W	Paxin1_166377	3e-30	34%	119
YBR290W	Paxin1_14414	1e-20	30%	90.5
YBR291C	Paxin1_170243	5e-81	49%	244
YBR291C	Paxin1_114742	4e-43	33%	149
YBR291C	Paxin1_167535	2e-22	26%	93.6
YBR291C	Paxin1_165325	4e-22	29%	95.5
YBR291C	Paxin1_166232	9e-21	26%	89.4
YBR292C				
YBR293W	Paxin1_160604	1e-49	29%	176
YBR293W	Paxin1_88612	2e-46	31%	169
YBR293W	Paxin1_164671	8e-46	30%	167
YBR293W	Paxin1_82767	5e-45	29%	164
YBR293W	Paxin1_162766	1e-43	31%	160
YBR294W	Paxin1_131065	0.0	43%	584
YBR294W	Paxin1_176667	0.0	42%	575
YBR294W	Paxin1_169054	1e-40	26%	158
YBR294W	Paxin1_90768	2e-39	26%	154
YBR295W	Paxin1_165731	6e-77	29%	274
YBR295W	Paxin1_118721	2e-70	29%	252
YBR295W	Paxin1_15377	3e-62	28%	231
YBR295W	Paxin1_126360	3e-56	27%	210
YBR296C				
YBR296C-A				
YBR297W				
YBR298C	Paxin1_113728	2e-34	25%	137
YBR298C	Paxin1_169976	3e-29	25%	120
YBR298C	Paxin1_166739	5e-20	24%	92.8
YBR298C	Paxin1_169734	6e-20	25%	92.4
YBR298C	Paxin1_176778	4e-19	25%	89.7
YBR298C-A				
YBR299W	Paxin1_169442	1e-159	44%	468
YBR300C				
YBR301W				
YBR302C				
YCL001W	Paxin1_114674	8e-62	52%	189
YCL001W-A				
YCL001W-B				
YCL002C				
YCL004W	Paxin1_131831	7e-73	36%	239
YCL005W				
YCL005W-A				
YCL007C				
YCL008C	Paxin1_162246	2e-11	31%	63.9
YCL009C	Paxin1_128391	4e-108	56%	317
YCL010C	Paxin1_167662	6e-11	34%	60.8
YCL011C	Paxin1_169579	3e-26	30%	109
YCL011C	Paxin1_84855	4e-22	33%	93.2
YCL011C	Paxin1_168375	3e-19	26%	89.0
YCL011C	Paxin1_162564	6e-14	27%	71.2
YCL012C	Paxin1_106174	2e-12	34%	59.3
YCL014W				
YCL016C	Paxin1_153570	1e-12	25%	67.4
YCL017C	Paxin1_168408	0.0	68%	583
YCL018W	Paxin1_166437	4e-143	58%	409
YCL018W	Paxin1_166170	1e-41	33%	148
YCL018W	Paxin1_166347	4e-28	27%	112
YCL018W	Paxin1_166227	6e-28	30%	111
YCL018W	Paxin1_19825	9e-22	28%	93.6
YCL019W	Paxin1_52884	9e-21	23%	96.3
YCL019W	Paxin1_52879	3e-20	31%	90.9
YCL019W	Paxin1_52825	2e-18	26%	87.0
YCL019W	Paxin1_48658	9e-11	31%	61.6
YCL020W				
YCL021W-A				
YCL022C				
YCL023C				
YCL024W	Paxin1_174169	1e-100	47%	333
YCL024W	Paxin1_76691	2e-90	47%	292
YCL024W	Paxin1_156431	2e-63	45%	233
YCL024W	Paxin1_100499	1e-56	34%	201
YCL024W	Paxin1_168752	4e-47	39%	182
YCL025C	Paxin1_165046	1e-99	34%	313
YCL025C	Paxin1_6905	1e-87	35%	282
YCL025C	Paxin1_66349	1e-85	34%	277
YCL025C	Paxin1_66437	1e-85	34%	276
YCL025C	Paxin1_168793	4e-85	36%	275
YCL026C-A				
YCL026C-B				
YCL027W				
YCL028W				
YCL029C				
YCL030C	Paxin1_96474	0.0	55%	719
YCL031C				
YCL032W	Paxin1_165647	2e-11	32%	64.3
YCL033C	Paxin1_165600	2e-43	49%	139
YCL034W	Paxin1_159941	2e-16	26%	79.3
YCL035C	Paxin1_14715	6e-19	42%	75.1
YCL035C	Paxin1_171796	4e-17	39%	69.7
YCL035C	Paxin1_42623	3e-13	41%	58.9
YCL035C	Paxin1_70849	7e-11	31%	54.3
YCL036W	Paxin1_126866	1e-12	28%	69.3
YCL037C				
YCL038C	Paxin1_166706	1e-69	29%	232
YCL038C	Paxin1_127333	1e-22	24%	100
YCL038C	Paxin1_181474	1e-14	24%	75.5
YCL039W	Paxin1_164250	6e-19	40%	90.5
YCL039W	Paxin1_84962	3e-13	32%	70.9
YCL040W	Paxin1_166081	4e-95	36%	297
YCL040W	Paxin1_75234	6e-78	35%	250
YCL041C				
YCL042W				
YCL043C	Paxin1_67793	2e-98	37%	306
YCL043C	Paxin1_165817	3e-19	28%	86.3
YCL043C	Paxin1_104050	5e-17	39%	81.6
YCL043C	Paxin1_165999	3e-16	31%	80.9
YCL044C				
YCL045C	Paxin1_163784	5e-32	28%	132
YCL046W				
YCL047C				
YCL048W				
YCL048W-A				
YCL049C				
YCL050C	Paxin1_169406	3e-23	28%	97.1
YCL051W				
YCL052C				
YCL054W	Paxin1_104975	0.0	45%	638
YCL055W	Paxin1_71980	2e-34	33%	129
YCL056C				
YCL057C-A				
YCL057W	Paxin1_13791	9e-161	39%	478
YCL057W	Paxin1_18719	1e-30	23%	126
YCL057W	Paxin1_95523	2e-29	25%	124
YCL058C				
YCL058W-A				
YCL059C	Paxin1_160534	9e-138	62%	394
YCL061C				
YCL063W				
YCL064C	Paxin1_97439	5e-16	26%	78.2
YCL064C	Paxin1_179929	3e-11	27%	62.8
YCL065W				
YCL066W				
YCL067C				
YCL068C				
YCL069W	Paxin1_88612	4e-29	27%	119
YCL069W	Paxin1_83157	3e-27	27%	114
YCL069W	Paxin1_181939	4e-27	23%	113
YCL069W	Paxin1_75182	2e-26	26%	111
YCL069W	Paxin1_83144	3e-24	26%	104
YCL073C	Paxin1_63937	2e-54	27%	194
YCL073C	Paxin1_160604	7e-14	24%	73.6
YCL073C	Paxin1_181939	2e-11	24%	65.9
YCL073C	Paxin1_88612	3e-11	22%	65.1
YCL073C	Paxin1_129099	4e-11	22%	64.7
YCL074W	Paxin1_52884	3e-39	29%	142
YCL074W	Paxin1_48658	6e-28	37%	105
YCL074W	Paxin1_52825	8e-24	30%	97.8
YCL074W	Paxin1_52879	2e-19	34%	84.7
YCL074W	Paxin1_26725	8e-18	39%	76.6
YCL075W				
YCL076W				
YCR001W				
YCR002C	Paxin1_168396	4e-140	58%	398
YCR002C	Paxin1_153432	1e-73	40%	231
YCR002C	Paxin1_165209	1e-68	40%	219
YCR002C	Paxin1_63418	5e-67	39%	213
YCR003W				
YCR004C	Paxin1_180712	1e-88	62%	259
YCR004C	Paxin1_155709	2e-80	55%	241
YCR005C	Paxin1_154880	9e-120	47%	355
YCR005C	Paxin1_170514	2e-19	27%	90.1
YCR005C	Paxin1_10554	6e-16	54%	71.6
YCR006C				
YCR007C				
YCR008W	Paxin1_63249	2e-86	39%	274
YCR008W	Paxin1_74230	2e-46	36%	168
YCR008W	Paxin1_174169	4e-31	35%	128
YCR008W	Paxin1_92358	3e-30	37%	122
YCR008W	Paxin1_173243	4e-29	42%	119
YCR009C	Paxin1_161437	1e-83	44%	250
YCR009C	Paxin1_64064	2e-18	29%	83.2
YCR010C	Paxin1_168796	2e-46	46%	154
YCR010C	Paxin1_84340	3e-22	31%	91.7
YCR010C	Paxin1_15620	8e-22	34%	89.4
YCR010C	Paxin1_82905	2e-20	30%	85.5
YCR010C	Paxin1_171760	2e-19	34%	82.8
YCR011C	Paxin1_170540	0.0	39%	710
YCR011C	Paxin1_91484	5e-177	46%	530
YCR011C	Paxin1_14597	3e-61	29%	221
YCR011C	Paxin1_12440	3e-49	27%	190
YCR011C	Paxin1_21834	4e-49	30%	183
YCR012W	Paxin1_167974	0.0	62%	521
YCR013C				
YCR014C	Paxin1_71726	4e-16	23%	80.9
YCR015C				
YCR016W	Paxin1_7259	6e-11	43%	60.8
YCR017C	Paxin1_163399	7e-124	40%	397
YCR018C				
YCR018C-A				
YCR019W	Paxin1_67247	4e-36	35%	133
YCR020C				
YCR020C-A				
YCR020W-B				
YCR021C				
YCR022C				
YCR023C	Paxin1_162135	4e-34	33%	134
YCR023C	Paxin1_92787	1e-33	33%	130
YCR023C	Paxin1_89083	1e-32	34%	130
YCR023C	Paxin1_89229	5e-32	34%	128
YCR023C	Paxin1_116037	3e-31	33%	126
YCR024C	Paxin1_118299	1e-109	40%	333
YCR024C	Paxin1_101319	1e-56	38%	191
YCR024C	Paxin1_169027	2e-37	27%	144
YCR024C	Paxin1_5844	5e-20	24%	92.0
YCR024C-A				
YCR024C-B				
YCR025C				
YCR026C	Paxin1_167644	8e-51	30%	184
YCR026C	Paxin1_83669	6e-47	28%	171
YCR027C	Paxin1_166327	2e-50	43%	161
YCR027C	Paxin1_165008	2e-24	35%	94.4
YCR027C	Paxin1_163463	5e-20	34%	83.2
YCR027C	Paxin1_164865	1e-19	32%	82.0
YCR027C	Paxin1_73497	4e-19	30%	80.9
YCR028C	Paxin1_103622	3e-126	46%	376
YCR028C	Paxin1_120761	9e-126	45%	374
YCR028C	Paxin1_166321	5e-35	27%	136
YCR028C	Paxin1_166322	1e-33	26%	132
YCR028C	Paxin1_114110	2e-33	25%	132
YCR028C-A				
YCR030C				
YCR031C	Paxin1_75871	2e-61	82%	186
YCR032W	Paxin1_76049	9e-86	34%	312
YCR033W				
YCR034W	Paxin1_165152	9e-74	49%	229
YCR034W	Paxin1_110433	5e-67	38%	212
YCR034W	Paxin1_171281	1e-66	41%	211
YCR034W	Paxin1_119639	9e-66	40%	209
YCR034W	Paxin1_22261	7e-65	39%	207
YCR035C				
YCR036W				
YCR037C	Paxin1_22150	2e-96	37%	311
YCR037C	Paxin1_104137	9e-15	29%	76.6
YCR038C	Paxin1_154335	1e-14	23%	77.0
YCR038C	Paxin1_175648	5e-14	29%	74.7
YCR038W-A				
YCR039C				
YCR040W				
YCR041W				
YCR042C	Paxin1_6271	5e-102	32%	358
YCR043C				
YCR044C	Paxin1_182165	1e-41	31%	147
YCR045C	Paxin1_18477	1e-47	41%	170
YCR045W-A				
YCR046C				
YCR047C	Paxin1_168254	1e-89	54%	266
YCR047W-A				
YCR048W	Paxin1_165717	4e-49	37%	179
YCR049C				
YCR050C				
YCR051W	Paxin1_177119	2e-17	38%	76.3
YCR052W				
YCR053W	Paxin1_155154	9e-142	52%	442
YCR054C				
YCR057C	Paxin1_176399	0.0	50%	770
YCR057C	Paxin1_140652	6e-41	64%	144
YCR057C	Paxin1_88881	3e-30	23%	125
YCR057C	Paxin1_80999	6e-29	23%	122
YCR057C	Paxin1_49222	2e-27	24%	117
YCR059C	Paxin1_166521	7e-32	42%	119
YCR059C	Paxin1_155549	4e-12	34%	65.1
YCR060W				
YCR061W	Paxin1_68792	1e-41	28%	158
YCR063W	Paxin1_166462	1e-60	58%	183
YCR064C				
YCR065W	Paxin1_174511	2e-14	45%	73.6
YCR065W	Paxin1_165560	4e-13	36%	71.2
YCR066W	Paxin1_167906	1e-24	26%	104
YCR067C				
YCR068W	Paxin1_81142	8e-95	49%	290
YCR068W	Paxin1_82637	2e-87	44%	274
YCR068W	Paxin1_10303	4e-85	44%	266
YCR068W	Paxin1_13808	7e-14	44%	69.7
YCR069W	Paxin1_94591	1e-22	39%	92.8
YCR069W	Paxin1_140593	7e-20	37%	84.7
YCR069W	Paxin1_68132	4e-18	36%	79.3
YCR069W	Paxin1_10870	6e-17	36%	79.7
YCR069W	Paxin1_169236	5e-16	32%	73.6
YCR071C				
YCR072C	Paxin1_89931	6e-150	45%	439
YCR072C	Paxin1_47022	2e-44	32%	162
YCR072C	Paxin1_83342	3e-44	31%	162
YCR072C	Paxin1_80956	1e-39	28%	151
YCR072C	Paxin1_84962	4e-38	28%	142
YCR073C	Paxin1_151983	0.0	32%	600
YCR073C	Paxin1_65124	8e-51	36%	188
YCR073C	Paxin1_165722	2e-42	35%	169
YCR073C	Paxin1_10435	5e-41	33%	164
YCR073C	Paxin1_161966	8e-38	35%	154
YCR073W-A	Paxin1_173612	2e-46	41%	156
YCR075C				
YCR075W-A				
YCR076C				
YCR077C	Paxin1_160210	2e-30	25%	127
YCR079W	Paxin1_159871	1e-29	31%	117
YCR081C-A				
YCR081W	Paxin1_70366	4e-13	24%	73.9
YCR082W				
YCR083W	Paxin1_152317	5e-25	41%	92.0
YCR083W	Paxin1_170094	3e-24	46%	89.0
YCR083W	Paxin1_53865	8e-11	24%	53.9
YCR084C	Paxin1_157000	8e-109	43%	343
YCR084C	Paxin1_157005	7e-89	38%	288
YCR084C	Paxin1_171303	2e-51	31%	182
YCR084C	Paxin1_83342	1e-33	28%	134
YCR084C	Paxin1_78298	4e-33	31%	133
YCR085W				
YCR086W				
YCR087C-A	Paxin1_181764	3e-18	52%	78.6
YCR087W				
YCR088W	Paxin1_103342	6e-15	31%	72.4
YCR088W	Paxin1_87062	7e-14	31%	73.6
YCR089W				
YCR090C				
YCR091W	Paxin1_160605	2e-147	63%	437
YCR091W	Paxin1_171043	2e-68	41%	234
YCR091W	Paxin1_160628	1e-66	41%	231
YCR091W	Paxin1_80186	5e-63	35%	227
YCR091W	Paxin1_167709	6e-62	44%	216
YCR092C	Paxin1_180060	5e-108	30%	357
YCR092C	Paxin1_180906	6e-61	31%	224
YCR092C	Paxin1_163339	2e-60	28%	223
YCR092C	Paxin1_104273	7e-45	27%	174
YCR092C	Paxin1_159644	6e-41	31%	162
YCR093W	Paxin1_162063	0.0	30%	632
YCR094W	Paxin1_167995	4e-88	41%	271
YCR095C				
YCR095W-A				
YCR096C				
YCR097W				
YCR097W-A				
YCR098C	Paxin1_165085	2e-170	49%	489
YCR098C	Paxin1_12951	2e-37	35%	137
YCR098C	Paxin1_163069	5e-31	30%	122
YCR098C	Paxin1_169850	2e-22	25%	99.8
YCR098C	Paxin1_18830	1e-15	22%	78.6
YCR099C	Paxin1_165913	7e-17	33%	75.9
YCR100C				
YCR101C				
YCR102C	Paxin1_119737	2e-18	27%	84.3
YCR102C	Paxin1_19124	1e-14	31%	73.2
YCR102W-A				
YCR104W				
YCR105W	Paxin1_176954	3e-36	34%	133
YCR105W	Paxin1_162946	7e-22	26%	94.4
YCR105W	Paxin1_159724	6e-12	31%	65.5
YCR106W				
YCR107W	Paxin1_167758	4e-121	53%	353
YCR107W	Paxin1_135384	3e-33	31%	125
YCR107W	Paxin1_166825	9e-33	29%	124
YCR107W	Paxin1_164027	1e-30	28%	118
YCR107W	Paxin1_83940	7e-28	28%	110
YCR108C				
YDL001W	Paxin1_78877	3e-102	42%	310
YDL001W	Paxin1_168871	5e-41	36%	151
YDL001W	Paxin1_100187	3e-26	27%	108
YDL002C				
YDL003W	Paxin1_167284	6e-13	27%	70.5
YDL004W	Paxin1_167265	9e-38	46%	126
YDL004W	Paxin1_103618	9e-38	46%	125
YDL005C				
YDL006W	Paxin1_70913	2e-49	56%	167
YDL006W	Paxin1_161902	4e-35	33%	132
YDL006W	Paxin1_70600	1e-12	26%	66.6
YDL006W	Paxin1_159871	2e-11	28%	62.4
YDL007C-A				
YDL007W	Paxin1_81037	0.0	73%	654
YDL007W	Paxin1_168327	1e-123	53%	364
YDL007W	Paxin1_103492	1e-100	51%	305
YDL007W	Paxin1_134006	1e-100	51%	305
YDL007W	Paxin1_167712	1e-99	44%	305
YDL008W	Paxin1_123045	7e-26	48%	94.0
YDL009C				
YDL010W	Paxin1_70849	5e-15	39%	68.6
YDL010W	Paxin1_171796	3e-11	38%	57.4
YDL011C				
YDL012C				
YDL013W				
YDL014W	Paxin1_164370	2e-123	71%	357
YDL015C	Paxin1_116140	2e-33	31%	124
YDL016C				
YDL017W	Paxin1_127213	4e-75	39%	248
YDL017W	Paxin1_166842	9e-14	29%	71.6
YDL017W	Paxin1_134877	4e-11	29%	64.3
YDL017W	Paxin1_164999	6e-11	26%	62.8
YDL018C	Paxin1_69109	3e-19	28%	81.3
YDL019C	Paxin1_114163	2e-114	48%	385
YDL019C	Paxin1_165033	4e-52	35%	195
YDL019C	Paxin1_164455	1e-19	31%	91.7
YDL020C				
YDL021W				
YDL022C-A				
YDL022W	Paxin1_165280	6e-19	24%	87.0
YDL023C				
YDL024C	Paxin1_165223	3e-33	27%	130
YDL024C	Paxin1_170613	7e-32	28%	125
YDL024C	Paxin1_170615	8e-28	27%	114
YDL024C	Paxin1_168380	2e-26	25%	109
YDL024C	Paxin1_102759	5e-24	24%	104
YDL025C	Paxin1_74230	1e-79	48%	257
YDL025C	Paxin1_63249	6e-63	39%	213
YDL025C	Paxin1_168752	6e-23	27%	103
YDL025C	Paxin1_92358	1e-22	27%	100
YDL025C	Paxin1_156431	5e-22	26%	100
YDL025W-A				
